"Ticket";"Symbol";"Type";"Open time";"Open price";"Size";"Close time";"Close price";"Profit/Loss";"Balance";"Sample type";"Close type";"MAE ($)";"MFE ($)";"Time in trade";"Comment"
"487";"USDJPY_M1";"Buy";"2016.06.26 21:00:00";"101.497";"0.10000";"2016.06.30 21:00:00";"103.297";"180.00";"13258.00";"IST";"PT";"-9.40";"180.00";"4d 0h 0m";""
"488";"USDJPY_M1";"Sell";"2016.06.30 23:00:00";"103.187";"0.10000";"2016.07.03 21:00:00";"102.621";"56.60";"13314.60";"IST";"End Of Friday";"0.00";"72.50";"2d 22h 0m";""
"489";"USDJPY_M1";"Buy";"2016.07.03 21:00:00";"102.621";"0.10000";"2016.07.05 00:00:00";"102.271";"-35.00";"13279.60";"IST";"SL";"-35.00";"18.10";"1d 3h 0m";""
"490";"USDJPY_M1";"Sell";"2016.07.05 03:00:00";"102.117";"0.10000";"2016.07.06 10:00:00";"100.317";"180.00";"13459.60";"IST";"PT";"-8.40";"180.00";"1d 7h 0m";""
"491";"USDJPY_M1";"Buy";"2016.07.06 14:00:00";"100.785";"0.10000";"2016.07.08 03:00:00";"100.435";"-35.00";"13424.60";"IST";"SL";"-35.00";"68.00";"1d 13h 0m";""
"492";"USDJPY_M1";"Buy";"2016.07.08 09:00:00";"100.617";"0.10000";"2016.07.08 12:00:00";"100.267";"-35.00";"13389.60";"IST";"SL";"-35.00";"13.00";"3h 0m";""
"493";"USDJPY_M1";"Buy";"2016.07.08 15:00:00";"100.568";"0.10000";"2016.07.10 21:00:00";"100.609";"4.10";"13393.70";"IST";"End Of Friday";"-14.30";"12.20";"2d 6h 0m";""
"494";"USDJPY_M1";"Buy";"2016.07.10 23:00:00";"100.672";"0.10000";"2016.07.11 11:00:00";"102.472";"180.00";"13573.70";"IST";"PT";"-11.40";"180.00";"12h 0m";""
"495";"USDJPY_M1";"Sell";"2016.07.11 16:00:00";"102.659";"0.10000";"2016.07.12 01:00:00";"103.009";"-35.00";"13538.70";"IST";"SL";"-35.00";"18.90";"9h 0m";""
"496";"USDJPY_M1";"Sell";"2016.07.12 02:00:00";"102.931";"0.10000";"2016.07.12 06:00:00";"103.281";"-35.00";"13503.70";"IST";"SL";"-35.00";"8.30";"4h 0m";""
"497";"USDJPY_M1";"Sell";"2016.07.12 07:00:00";"103.350";"0.10000";"2016.07.12 09:00:00";"103.700";"-35.00";"13468.70";"IST";"SL";"-35.00";"44.90";"2h 0m";""
"498";"USDJPY_M1";"Sell";"2016.07.12 10:00:00";"103.856";"0.10000";"2016.07.12 12:00:00";"104.206";"-35.00";"13433.70";"IST";"SL";"-35.00";"19.50";"2h 0m";""
"499";"USDJPY_M1";"Sell";"2016.07.12 21:00:00";"104.665";"0.10000";"2016.07.14 05:00:00";"105.015";"-35.00";"13398.70";"IST";"SL";"-35.00";"73.90";"1d 8h 0m";""
"500";"USDJPY_M1";"Sell";"2016.07.14 13:00:00";"105.826";"0.10000";"2016.07.15 02:00:00";"106.176";"-35.00";"13363.70";"IST";"SL";"-35.00";"75.80";"13h 0m";""
"501";"USDJPY_M1";"Sell";"2016.07.15 07:00:00";"105.598";"0.10000";"2016.07.15 07:00:00";"105.948";"-35.00";"13328.70";"IST";"SL";"-35.00";"0.00";"0s";""
"502";"USDJPY_M1";"Sell";"2016.07.15 13:00:00";"105.985";"0.10000";"2016.07.17 21:00:00";"105.338";"64.70";"13393.40";"IST";"End Of Friday";"-3.80";"133.60";"2d 8h 0m";""
"503";"USDJPY_M1";"Sell";"2016.07.17 23:00:00";"105.538";"0.10000";"2016.07.18 14:00:00";"105.888";"-35.00";"13358.40";"IST";"SL";"-35.00";"24.80";"15h 0m";""
"504";"USDJPY_M1";"Buy";"2016.07.18 17:00:00";"106.169";"0.10000";"2016.07.19 01:00:00";"105.819";"-35.00";"13323.40";"IST";"SL";"-35.00";"16.10";"8h 0m";""
"505";"USDJPY_M1";"Sell";"2016.07.19 02:00:00";"105.735";"0.10000";"2016.07.19 05:00:00";"106.085";"-35.00";"13288.40";"IST";"SL";"-35.00";"6.80";"3h 0m";""
"506";"USDJPY_M1";"Sell";"2016.07.19 09:00:00";"106.080";"0.10000";"2016.07.19 12:00:00";"106.430";"-35.00";"13253.40";"IST";"SL";"-35.00";"3.00";"3h 0m";""
"507";"USDJPY_M1";"Sell";"2016.07.19 18:00:00";"105.951";"0.10000";"2016.07.20 06:00:00";"106.301";"-35.00";"13218.40";"IST";"SL";"-35.00";"10.30";"12h 0m";""
"508";"USDJPY_M1";"Sell";"2016.07.20 16:00:00";"106.647";"0.10000";"2016.07.20 19:00:00";"106.997";"-35.00";"13183.40";"IST";"SL";"-35.00";"2.80";"3h 0m";""
"509";"USDJPY_M1";"Sell";"2016.07.20 23:00:00";"107.150";"0.10000";"2016.07.21 01:00:00";"107.500";"-35.00";"13148.40";"IST";"SL";"-35.00";"10.60";"2h 0m";""
"510";"USDJPY_M1";"Sell";"2016.07.21 04:00:00";"107.111";"0.10000";"2016.07.24 21:00:00";"106.122";"98.90";"13247.30";"IST";"End Of Friday";"-17.50";"167.30";"3d 17h 0m";""
"511";"USDJPY_M1";"Sell";"2016.07.25 08:00:00";"106.276";"0.10000";"2016.07.26 04:00:00";"104.476";"180.00";"13427.30";"IST";"PT";"-16.00";"180.00";"20h 0m";""
"512";"USDJPY_M1";"Buy";"2016.07.26 11:00:00";"104.444";"0.10000";"2016.07.27 03:00:00";"106.244";"180.00";"13607.30";"IST";"PT";"-20.00";"180.00";"16h 0m";""
"513";"USDJPY_M1";"Sell";"2016.07.27 07:00:00";"105.642";"0.10000";"2016.07.27 18:00:00";"105.992";"-35.00";"13572.30";"IST";"SL";"-35.00";"28.40";"11h 0m";""
"514";"USDJPY_M1";"Sell";"2016.07.27 19:00:00";"105.392";"0.10000";"2016.07.28 22:00:00";"103.592";"180.00";"13752.30";"IST";"PT";"-13.00";"180.00";"1d 3h 0m";""
"515";"USDJPY_M1";"Sell";"2016.07.29 01:00:00";"104.379";"0.10000";"2016.07.29 02:00:00";"104.729";"-35.00";"13717.30";"IST";"SL";"-35.00";"78.60";"1h 0m";""
"516";"USDJPY_M1";"Buy";"2016.07.29 05:00:00";"103.306";"0.10000";"2016.07.29 12:00:00";"102.956";"-35.00";"13682.30";"IST";"SL";"-35.00";"66.40";"7h 0m";""
"517";"USDJPY_M1";"Buy";"2016.07.29 14:00:00";"102.761";"0.10000";"2016.07.29 15:00:00";"102.411";"-35.00";"13647.30";"IST";"SL";"-35.00";"0.00";"1h 0m";""
"518";"USDJPY_M1";"Buy";"2016.07.31 22:00:00";"102.208";"0.10000";"2016.08.02 07:00:00";"101.858";"-35.00";"13612.30";"IST";"SL";"-35.00";"62.20";"1d 9h 0m";""
"519";"USDJPY_M1";"Sell";"2016.08.02 08:00:00";"101.663";"0.10000";"2016.08.05 14:00:00";"102.013";"-35.00";"13577.30";"IST";"SL";"-35.00";"96.40";"3d 6h 0m";""
"520";"USDJPY_M1";"Buy";"2016.08.05 15:00:00";"101.884";"0.10000";"2016.08.07 21:00:00";"101.984";"10.00";"13587.30";"IST";"End Of Friday";"-16.60";"10.00";"2d 6h 0m";""
"521";"USDJPY_M1";"Sell";"2016.08.07 21:00:00";"101.984";"0.10000";"2016.08.08 08:00:00";"102.334";"-35.00";"13552.30";"IST";"SL";"-35.00";"10.30";"11h 0m";""
"522";"USDJPY_M1";"Sell";"2016.08.08 13:00:00";"102.485";"0.10000";"2016.08.14 21:00:00";"101.138";"134.70";"13687.00";"IST";"End Of Friday";"-19.00";"163.20";"6d 8h 0m";""
"523";"USDJPY_M1";"Buy";"2016.08.14 21:00:00";"101.138";"0.10000";"2016.08.16 02:00:00";"100.788";"-35.00";"13652.00";"IST";"SL";"-35.00";"31.50";"1d 5h 0m";""
"524";"USDJPY_M1";"Sell";"2016.08.16 05:00:00";"100.521";"0.10000";"2016.08.17 04:00:00";"100.871";"-35.00";"13617.00";"IST";"SL";"-35.00";"96.00";"23h 0m";""
"525";"USDJPY_M1";"Buy";"2016.08.17 07:00:00";"100.923";"0.10000";"2016.08.17 13:00:00";"100.573";"-35.00";"13582.00";"IST";"SL";"-35.00";"2.10";"6h 0m";""
"526";"USDJPY_M1";"Sell";"2016.08.17 15:00:00";"100.259";"0.10000";"2016.08.17 18:00:00";"100.609";"-35.00";"13547.00";"IST";"SL";"-35.00";"7.60";"3h 0m";""
"527";"USDJPY_M1";"Sell";"2016.08.17 19:00:00";"100.191";"0.10000";"2016.08.21 21:00:00";"100.541";"-35.00";"13512.00";"IST";"SL";"-35.00";"52.70";"4d 2h 0m";""
"528";"USDJPY_M1";"Sell";"2016.08.22 09:00:00";"100.706";"0.10000";"2016.08.26 15:00:00";"101.056";"-35.00";"13477.00";"IST";"SL";"-35.00";"74.50";"4d 6h 0m";""
"529";"USDJPY_M1";"Buy";"2016.08.26 17:00:00";"101.302";"0.10000";"2016.08.28 21:00:00";"102.046";"74.40";"13551.40";"IST";"End Of Friday";"-2.00";"74.40";"2d 4h 0m";""
"530";"USDJPY_M1";"Sell";"2016.08.29 02:00:00";"102.103";"0.10000";"2016.08.30 07:00:00";"102.453";"-35.00";"13516.40";"IST";"SL";"-35.00";"33.00";"1d 5h 0m";""
"531";"USDJPY_M1";"Buy";"2016.08.30 13:00:00";"102.544";"0.10000";"2016.09.04 21:00:00";"104.072";"152.80";"13669.20";"IST";"End Of Friday";"0.00";"177.60";"5d 8h 0m";""
"532";"USDJPY_M1";"Sell";"2016.09.05 01:00:00";"103.901";"0.10000";"2016.09.06 14:00:00";"102.101";"180.00";"13849.20";"IST";"PT";"-16.20";"180.00";"1d 13h 0m";""
"533";"USDJPY_M1";"Sell";"2016.09.06 17:00:00";"102.151";"0.10000";"2016.09.08 16:00:00";"102.501";"-35.00";"13814.20";"IST";"SL";"-35.00";"92.80";"1d 23h 0m";""
"534";"USDJPY_M1";"Buy";"2016.09.08 18:00:00";"102.452";"0.10000";"2016.09.09 01:00:00";"102.102";"-35.00";"13779.20";"IST";"SL";"-35.00";"14.60";"7h 0m";""
"535";"USDJPY_M1";"Sell";"2016.09.09 02:00:00";"102.137";"0.10000";"2016.09.09 10:00:00";"102.487";"-35.00";"13744.20";"IST";"SL";"-35.00";"15.20";"8h 0m";""
"536";"USDJPY_M1";"Sell";"2016.09.09 11:00:00";"102.677";"0.10000";"2016.09.09 12:00:00";"103.027";"-35.00";"13709.20";"IST";"SL";"-35.00";"11.50";"1h 0m";""
"537";"USDJPY_M1";"Sell";"2016.09.09 17:00:00";"102.757";"0.10000";"2016.09.11 21:00:00";"102.552";"20.50";"13729.70";"IST";"End Of Friday";"0.00";"20.50";"2d 4h 0m";""
"538";"USDJPY_M1";"Sell";"2016.09.11 21:00:00";"102.532";"0.10000";"2016.09.14 00:00:00";"102.882";"-35.00";"13694.70";"IST";"SL";"-35.00";"109.40";"2d 3h 0m";""
"539";"USDJPY_M1";"Sell";"2016.09.14 01:00:00";"102.782";"0.10000";"2016.09.14 01:00:00";"103.132";"-35.00";"13659.70";"IST";"SL";"-35.00";"3.80";"0s";""
"540";"USDJPY_M1";"Sell";"2016.09.14 02:00:00";"103.050";"0.10000";"2016.09.18 21:00:00";"102.139";"91.10";"13750.80";"IST";"End Of Friday";"-32.70";"128.90";"4d 19h 0m";""
"541";"USDJPY_M1";"Sell";"2016.09.19 03:00:00";"102.065";"0.10000";"2016.09.21 04:00:00";"102.415";"-35.00";"13715.80";"IST";"SL";"-35.00";"103.30";"2d 1h 0m";""
"542";"USDJPY_M1";"Sell";"2016.09.21 05:00:00";"102.602";"0.10000";"2016.09.21 12:00:00";"100.802";"180.00";"13895.80";"IST";"PT";"-7.90";"180.00";"7h 0m";""
"543";"USDJPY_M1";"Sell";"2016.09.21 14:00:00";"100.762";"0.10000";"2016.09.23 00:00:00";"101.112";"-35.00";"13860.80";"IST";"SL";"-35.00";"64.40";"1d 10h 0m";""
"544";"USDJPY_M1";"Sell";"2016.09.23 07:00:00";"100.882";"0.10000";"2016.09.25 21:00:00";"100.963";"-8.10";"13852.70";"IST";"End Of Friday";"-30.10";"18.80";"2d 14h 0m";""
"545";"USDJPY_M1";"Buy";"2016.09.26 07:00:00";"100.866";"0.10000";"2016.09.26 07:00:00";"100.516";"-35.00";"13817.70";"IST";"SL";"-35.00";"0.00";"0s";""
"546";"USDJPY_M1";"Sell";"2016.09.26 08:00:00";"100.614";"0.10000";"2016.09.27 06:00:00";"100.964";"-35.00";"13782.70";"IST";"SL";"-35.00";"50.90";"22h 0m";""
"547";"USDJPY_M1";"Sell";"2016.09.27 10:00:00";"100.442";"0.10000";"2016.09.28 07:00:00";"100.792";"-35.00";"13747.70";"IST";"SL";"-35.00";"23.20";"21h 0m";""
"548";"USDJPY_M1";"Buy";"2016.09.28 17:00:00";"100.600";"0.10000";"2016.10.02 21:00:00";"101.210";"61.00";"13808.70";"IST";"End Of Friday";"-2.70";"124.00";"4d 4h 0m";""
"549";"USDJPY_M1";"Sell";"2016.10.03 03:00:00";"101.420";"0.10000";"2016.10.03 23:00:00";"101.770";"-35.00";"13773.70";"IST";"SL";"-35.00";"15.60";"20h 0m";""
"550";"USDJPY_M1";"Sell";"2016.10.04 11:00:00";"102.420";"0.10000";"2016.10.04 14:00:00";"102.770";"-35.00";"13738.70";"IST";"SL";"-35.00";"1.70";"3h 0m";""
"551";"USDJPY_M1";"Sell";"2016.10.04 15:00:00";"102.862";"0.10000";"2016.10.05 13:00:00";"103.212";"-35.00";"13703.70";"IST";"SL";"-35.00";"22.30";"22h 0m";""
"552";"USDJPY_M1";"Sell";"2016.10.05 15:00:00";"103.551";"0.10000";"2016.10.06 12:00:00";"103.901";"-35.00";"13668.70";"IST";"SL";"-35.00";"18.30";"21h 0m";""
"553";"USDJPY_M1";"Sell";"2016.10.06 19:00:00";"104.139";"0.10000";"2016.10.09 21:00:00";"103.267";"87.20";"13755.90";"IST";"End Of Friday";"0.00";"126.10";"3d 2h 0m";""
"554";"USDJPY_M1";"Buy";"2016.10.10 00:00:00";"103.056";"0.10000";"2016.10.16 21:00:00";"104.348";"129.20";"13885.10";"IST";"End Of Friday";"-24.80";"157.90";"6d 21h 0m";""
"555";"USDJPY_M1";"Sell";"2016.10.16 21:00:00";"104.348";"0.10000";"2016.10.23 21:00:00";"103.845";"50.30";"13935.40";"IST";"End Of Friday";"-4.30";"116.10";"7d 0h 0m";""
"556";"USDJPY_M1";"Buy";"2016.10.24 01:00:00";"103.925";"0.10000";"2016.10.30 21:00:00";"104.386";"46.10";"13981.50";"IST";"End Of Friday";"-20.50";"160.60";"6d 20h 0m";""
"557";"USDJPY_M1";"Sell";"2016.10.30 21:00:00";"104.386";"0.10000";"2016.10.31 00:00:00";"104.736";"-35.00";"13946.50";"IST";"SL";"-35.00";"0.00";"3h 0m";""
"558";"USDJPY_M1";"Buy";"2016.10.31 03:00:00";"104.880";"0.10000";"2016.11.01 14:00:00";"104.530";"-35.00";"13911.50";"IST";"SL";"-35.00";"35.10";"1d 11h 0m";""
"559";"USDJPY_M1";"Sell";"2016.11.01 17:00:00";"104.280";"0.10000";"2016.11.06 22:00:00";"104.013";"26.70";"13938.20";"IST";"End Of Friday";"0.00";"171.20";"5d 5h 0m";""
"560";"USDJPY_M1";"Sell";"2016.11.07 08:00:00";"104.446";"0.10000";"2016.11.08 11:00:00";"104.796";"-35.00";"13903.20";"IST";"SL";"-35.00";"17.40";"1d 3h 0m";""
"561";"USDJPY_M1";"Sell";"2016.11.08 17:00:00";"104.983";"0.10000";"2016.11.09 00:00:00";"105.333";"-35.00";"13868.20";"IST";"SL";"-35.00";"61.00";"7h 0m";""
"562";"USDJPY_M1";"Sell";"2016.11.09 01:00:00";"105.375";"0.10000";"2016.11.09 02:00:00";"103.575";"180.00";"14048.20";"IST";"PT";"0.00";"180.00";"1h 0m";""
"563";"USDJPY_M1";"Buy";"2016.11.09 03:00:00";"102.966";"0.10000";"2016.11.09 03:00:00";"102.616";"-35.00";"14013.20";"IST";"SL";"-35.00";"0.80";"0s";""
"564";"USDJPY_M1";"Sell";"2016.11.09 04:00:00";"101.838";"0.10000";"2016.11.09 06:00:00";"102.188";"-35.00";"13978.20";"IST";"SL";"-35.00";"62.70";"2h 0m";""
"565";"USDJPY_M1";"Buy";"2016.11.09 09:00:00";"103.414";"0.10000";"2016.11.09 10:00:00";"103.064";"-35.00";"13943.20";"IST";"SL";"-35.00";"18.10";"1h 0m";""
"566";"USDJPY_M1";"Buy";"2016.11.09 11:00:00";"103.073";"0.10000";"2016.11.09 16:00:00";"104.873";"180.00";"14123.20";"IST";"PT";"0.00";"180.00";"5h 0m";""
"567";"USDJPY_M1";"Buy";"2016.11.09 17:00:00";"104.860";"0.10000";"2016.11.10 10:00:00";"106.660";"180.00";"14303.20";"IST";"PT";"0.00";"180.00";"17h 0m";""
"568";"USDJPY_M1";"Sell";"2016.11.10 16:00:00";"106.456";"0.10000";"2016.11.10 16:00:00";"106.806";"-35.00";"14268.20";"IST";"SL";"-35.00";"0.40";"0s";""
"569";"USDJPY_M1";"Sell";"2016.11.10 18:00:00";"106.647";"0.10000";"2016.11.11 21:00:00";"106.751";"-10.40";"14257.80";"IST";"End Of Friday (Time)";"-31.50";"59.50";"1d 3h 0m";""
"570";"USDJPY_M1";"Buy";"2016.11.14 03:00:00";"107.476";"0.10000";"2016.11.15 19:00:00";"109.276";"180.00";"14437.80";"IST";"PT";"-13.00";"180.00";"1d 16h 0m";""
"571";"USDJPY_M1";"Sell";"2016.11.15 20:00:00";"109.315";"0.10000";"2016.11.16 10:00:00";"109.665";"-35.00";"14402.80";"IST";"SL";"-35.00";"50.30";"14h 0m";""
"572";"USDJPY_M1";"Sell";"2016.11.16 15:00:00";"109.225";"0.10000";"2016.11.16 15:00:00";"109.575";"-35.00";"14367.80";"IST";"SL";"-35.00";"7.10";"0s";""
"573";"USDJPY_M1";"Sell";"2016.11.16 16:00:00";"109.587";"0.10000";"2016.11.17 18:00:00";"109.937";"-35.00";"14332.80";"IST";"SL";"-35.00";"101.30";"1d 2h 0m";""
"574";"USDJPY_M1";"Buy";"2016.11.17 19:00:00";"109.978";"0.10000";"2016.11.18 21:00:00";"110.826";"84.80";"14417.60";"IST";"End Of Friday (Time)";"-17.90";"94.60";"1d 2h 0m";""
"575";"USDJPY_M1";"Sell";"2016.11.20 22:00:00";"110.918";"0.10000";"2016.11.21 18:00:00";"111.268";"-35.00";"14382.60";"IST";"SL";"-35.00";"42.30";"20h 0m";""
"576";"USDJPY_M1";"Sell";"2016.11.22 00:00:00";"110.658";"0.10000";"2016.11.22 06:00:00";"111.008";"-35.00";"14347.60";"IST";"SL";"-35.00";"36.90";"6h 0m";""
"577";"USDJPY_M1";"Buy";"2016.11.22 09:00:00";"110.832";"0.10000";"2016.11.23 15:00:00";"112.632";"180.00";"14527.60";"IST";"PT";"-27.60";"180.00";"1d 6h 0m";""
"578";"USDJPY_M1";"Buy";"2016.11.23 16:00:00";"112.990";"0.10000";"2016.11.23 16:00:00";"112.640";"-35.00";"14492.60";"IST";"SL";"-35.00";"0.00";"0s";""
"579";"USDJPY_M1";"Sell";"2016.11.23 21:00:00";"112.527";"0.10000";"2016.11.24 03:00:00";"112.877";"-35.00";"14457.60";"IST";"SL";"-35.00";"13.40";"6h 0m";""
"580";"USDJPY_M1";"Sell";"2016.11.24 04:00:00";"112.794";"0.10000";"2016.11.24 07:00:00";"113.144";"-35.00";"14422.60";"IST";"SL";"-35.00";"16.80";"3h 0m";""
"581";"USDJPY_M1";"Sell";"2016.11.24 08:00:00";"113.321";"0.10000";"2016.11.25 00:00:00";"113.671";"-35.00";"14387.60";"IST";"SL";"-35.00";"56.40";"16h 0m";""
"582";"USDJPY_M1";"Sell";"2016.11.25 02:00:00";"113.764";"0.10000";"2016.11.25 21:00:00";"113.077";"68.70";"14456.30";"IST";"End Of Friday (Time)";"0.00";"118.90";"19h 0m";""
"583";"USDJPY_M1";"Buy";"2016.11.27 22:00:00";"112.789";"0.10000";"2016.11.28 00:00:00";"112.439";"-35.00";"14421.30";"IST";"SL";"-35.00";"18.10";"2h 0m";""
"584";"USDJPY_M1";"Buy";"2016.11.28 08:00:00";"111.962";"0.10000";"2016.11.30 15:00:00";"113.762";"180.00";"14601.30";"IST";"PT";"-34.30";"180.00";"2d 7h 0m";""
"585";"USDJPY_M1";"Sell";"2016.12.01 00:00:00";"114.683";"0.10000";"2016.12.02 21:00:00";"113.599";"108.40";"14709.70";"IST";"End Of Friday (Time)";"-5.70";"133.40";"1d 21h 0m";""
"586";"USDJPY_M1";"Buy";"2016.12.05 02:00:00";"113.800";"0.10000";"2016.12.05 03:00:00";"113.450";"-35.00";"14674.70";"IST";"SL";"-35.00";"2.60";"1h 0m";""
"587";"USDJPY_M1";"Buy";"2016.12.05 04:00:00";"113.479";"0.10000";"2016.12.08 03:00:00";"113.129";"-35.00";"14639.70";"IST";"SL";"-35.00";"129.60";"2d 23h 0m";""
"588";"USDJPY_M1";"Buy";"2016.12.08 08:00:00";"113.666";"0.10000";"2016.12.08 11:00:00";"113.316";"-35.00";"14604.70";"IST";"SL";"-35.00";"1.80";"3h 0m";""
"589";"USDJPY_M1";"Buy";"2016.12.08 15:00:00";"114.147";"0.10000";"2016.12.09 21:00:00";"115.238";"109.10";"14713.80";"IST";"End Of Friday (Time)";"-21.30";"122.10";"1d 6h 0m";""
"590";"USDJPY_M1";"Sell";"2016.12.11 22:00:00";"115.406";"0.10000";"2016.12.12 07:00:00";"115.756";"-35.00";"14678.80";"IST";"SL";"-35.00";"22.80";"9h 0m";""
"591";"USDJPY_M1";"Sell";"2016.12.12 12:00:00";"115.701";"0.10000";"2016.12.14 19:00:00";"116.051";"-35.00";"14643.80";"IST";"SL";"-35.00";"94.40";"2d 7h 0m";""
"592";"USDJPY_M1";"Buy";"2016.12.14 20:00:00";"116.377";"0.10000";"2016.12.15 10:00:00";"118.177";"180.00";"14823.80";"IST";"PT";"0.00";"180.00";"14h 0m";""
"593";"USDJPY_M1";"Sell";"2016.12.15 11:00:00";"118.346";"0.10000";"2016.12.16 21:00:00";"117.938";"40.80";"14864.60";"IST";"End Of Friday (Time)";"-33.90";"85.60";"1d 10h 0m";""
"594";"USDJPY_M1";"Buy";"2016.12.19 10:00:00";"117.519";"0.10000";"2016.12.19 13:00:00";"117.169";"-35.00";"14829.60";"IST";"SL";"-35.00";"3.70";"3h 0m";""
"595";"USDJPY_M1";"Buy";"2016.12.19 17:00:00";"116.621";"0.10000";"2016.12.23 21:00:00";"117.367";"74.60";"14904.20";"IST";"End Of Friday (Time)";"-2.00";"162.00";"4d 4h 0m";""
"596";"USDJPY_M1";"Buy";"2016.12.25 22:00:00";"117.289";"0.10000";"2016.12.28 22:00:00";"116.939";"-35.00";"14869.20";"IST";"SL";"-35.00";"52.40";"3d 0h 0m";""
"597";"USDJPY_M1";"Sell";"2016.12.29 01:00:00";"116.977";"0.10000";"2016.12.30 21:00:00";"116.908";"6.90";"14876.10";"IST";"End Of Friday (Time)";"-23.70";"91.00";"1d 20h 0m";""
"598";"USDJPY_M1";"Sell";"2017.01.02 17:00:00";"117.376";"0.10000";"2017.01.03 07:00:00";"117.726";"-35.00";"14841.10";"IST";"SL";"-35.00";"14.10";"14h 0m";""
"599";"USDJPY_M1";"Sell";"2017.01.03 16:00:00";"118.031";"0.10000";"2017.01.05 05:00:00";"116.231";"180.00";"15021.10";"IST";"PT";"-17.40";"180.00";"1d 13h 0m";""
"600";"USDJPY_M1";"Buy";"2017.01.05 08:00:00";"115.970";"0.10000";"2017.01.05 15:00:00";"115.620";"-35.00";"14986.10";"IST";"SL";"-35.00";"82.10";"7h 0m";""
"601";"USDJPY_M1";"Buy";"2017.01.05 21:00:00";"115.583";"0.10000";"2017.01.05 23:00:00";"115.233";"-35.00";"14951.10";"IST";"SL";"-35.00";"0.00";"2h 0m";""
"602";"USDJPY_M1";"Buy";"2017.01.06 01:00:00";"115.748";"0.10000";"2017.01.06 21:00:00";"117.014";"126.60";"15077.70";"IST";"End Of Friday (Time)";"-8.30";"143.20";"20h 0m";""
"603";"USDJPY_M1";"Sell";"2017.01.08 23:00:00";"117.170";"0.10000";"2017.01.09 05:00:00";"117.520";"-35.00";"15042.70";"IST";"SL";"-35.00";"5.20";"6h 0m";""
"604";"USDJPY_M1";"Sell";"2017.01.09 08:00:00";"117.392";"0.10000";"2017.01.10 02:00:00";"115.592";"180.00";"15222.70";"IST";"PT";"-2.00";"180.00";"18h 0m";""
"605";"USDJPY_M1";"Buy";"2017.01.10 03:00:00";"115.649";"0.10000";"2017.01.10 03:00:00";"115.299";"-35.00";"15187.70";"IST";"SL";"-35.00";"5.30";"0s";""
"606";"USDJPY_M1";"Buy";"2017.01.10 04:00:00";"115.364";"0.10000";"2017.01.11 18:00:00";"115.014";"-35.00";"15152.70";"IST";"SL";"-35.00";"150.60";"1d 14h 0m";""
"607";"USDJPY_M1";"Sell";"2017.01.11 19:00:00";"114.994";"0.10000";"2017.01.11 19:00:00";"115.344";"-35.00";"15117.70";"IST";"SL";"-35.00";"13.00";"0s";""
"608";"USDJPY_M1";"Sell";"2017.01.11 20:00:00";"115.414";"0.10000";"2017.01.13 21:00:00";"114.597";"81.70";"15199.40";"IST";"End Of Friday (Time)";"-23.20";"163.70";"2d 1h 0m";""
"609";"USDJPY_M1";"Buy";"2017.01.16 10:00:00";"114.277";"0.10000";"2017.01.17 00:00:00";"113.927";"-35.00";"15164.40";"IST";"SL";"-35.00";"2.10";"14h 0m";""
"610";"USDJPY_M1";"Buy";"2017.01.17 15:00:00";"112.979";"0.10000";"2017.01.17 20:00:00";"112.629";"-35.00";"15129.40";"IST";"SL";"-35.00";"21.70";"5h 0m";""
"611";"USDJPY_M1";"Buy";"2017.01.17 21:00:00";"112.673";"0.10000";"2017.01.18 21:00:00";"114.473";"180.00";"15309.40";"IST";"PT";"-10.50";"180.00";"1d 0h 0m";""
"612";"USDJPY_M1";"Sell";"2017.01.19 05:00:00";"114.498";"0.10000";"2017.01.19 07:00:00";"114.848";"-35.00";"15274.40";"IST";"SL";"-35.00";"0.00";"2h 0m";""
"613";"USDJPY_M1";"Sell";"2017.01.19 08:00:00";"114.830";"0.10000";"2017.01.19 14:00:00";"115.180";"-35.00";"15239.40";"IST";"SL";"-35.00";"40.90";"6h 0m";""
"614";"USDJPY_M1";"Sell";"2017.01.19 15:00:00";"115.495";"0.10000";"2017.01.20 21:00:00";"114.508";"98.70";"15338.10";"IST";"End Of Friday (Time)";"-14.60";"126.40";"1d 6h 0m";""
"615";"USDJPY_M1";"Buy";"2017.01.23 07:00:00";"113.376";"0.10000";"2017.01.23 15:00:00";"113.026";"-35.00";"15303.10";"IST";"SL";"-35.00";"69.90";"8h 0m";""
"616";"USDJPY_M1";"Buy";"2017.01.23 16:00:00";"112.996";"0.10000";"2017.01.23 22:00:00";"112.646";"-35.00";"15268.10";"IST";"SL";"-35.00";"24.10";"6h 0m";""
"617";"USDJPY_M1";"Buy";"2017.01.23 23:00:00";"112.581";"0.10000";"2017.01.26 10:00:00";"114.381";"180.00";"15448.10";"IST";"PT";"-2.60";"180.00";"2d 11h 0m";""
"618";"USDJPY_M1";"Buy";"2017.01.26 12:00:00";"114.266";"0.10000";"2017.01.27 21:00:00";"115.136";"87.00";"15535.10";"IST";"End Of Friday (Time)";"-18.80";"111.00";"1d 9h 0m";""
"619";"USDJPY_M1";"Sell";"2017.01.29 22:00:00";"114.745";"0.10000";"2017.01.31 14:00:00";"112.945";"180.00";"15715.10";"IST";"PT";"-22.40";"180.00";"1d 16h 0m";""
